,title,author,publication,date,duration,claps,tags_cleaned
206,The Parents Are Not All Right,chloe i. cooney,gen,6-Apr,6,25000,"parenting,coronavirus,family,work,homeschooling"
207,"If There Was Ever a Time to Activate Your Vagus Nerve, It Is Now",ashley abramson,elemental,10-Apr,6,13100,"health,body,life,science,stress"
208,What to Know About Using Cannabis Right Now,ashley laderer,elemental,13-Apr,5,1970,"marijuana,cannabis,coronavirus,covid-19,body"
209,What Women Don't Say,priya,human parts,25-Sep-17,6,19000,"women,relationships,marriage,life,this-is-us"
210,The Real Reason Every Fashion Company Is Now Making Face Masks,zara stone,marker,9-Apr,7,3900,"health,retail,business,fashion,public-health"
211,10 Books Data Scientists Should Read During Lockdown,arthur mello,towards data science,10-Apr,5,1000,"books,data-science,data,reading,business"
212,IBM Rallies COBOL Engineers to Save Overloaded Unemployment Systems,dave gershgorn,onezero,10-Apr,2,955,"computing,computer-science,engineering,code,programming"
213,"Coronavirus Might Attack the Brain, Too",robert roy britt,elemental,9-Apr,4,13900,"coronavirus,covid-19,brain,health,science"
214,Bookmark this if you are new to Python (especially if you self-learn Python),wy fok,towards data science,11-Apr,4,1800,"programming,beginner,python3,python,tricks"
215,Belgian-Dutch Study: Why in times of COVID-19 you should not walk/run/bike close behind each other.,jurgen thoelen — gladiator labs,No Publication,8-Apr,4,8800,"coronavirus,covid-19,running,training,fitness"
216,The Forgotten Art of Assembly,nicholas berger,No Publication,4-Apr,14,2000,"coronavirus,art,creativity,theater,performance"
217,Building a Text Editor for a Digital-First Newsroom,sophia ciocca,nyt open,12-Apr-18,10,14800,"javascript,product-development,writing,code,design"
218,Can You Catch COVID-19 in the Air?,robert roy britt,luminate,5-Apr,4,3100,"covid-19,coronavirus,health,science,disease"
219,Merging Dictionaries in Python 3.9,eden au,towards data science,9-Apr,5,782,"programming,technology,coding,python,data"
220,The Germ-Cleaning Power of an Open Window,markham heid,elemental,9-Apr,5,3300,"health,science,the-nuance,life,disease"
221,"Our Government Runs on a 60-Year-Old Coding Language, and Now It's Falling Apart",dave gershgorn,onezero,8-Apr,4,5400,"programming,code,engineering,computers,industry"
222,Statement From Vice President Biden,joe biden,No Publication,8-Apr,4,9400,None
223,The Covid-19 Pandemic Has Only Just Begun,robert roy britt,elemental,5-Apr,9,13000,"covid-19,coronavirus,health,science,disease"
224,How Much Longer Do We Have to Live Like This?,tara haelle,elemental,3-Apr,8,8900,"coronavirus,covid-19,science,life,health"
225,How to Actually Clean and Disinfect Your Home Right Now,katie couric,wake-up call,6-Apr,5,542,"coronavirus,cleaning,culture,home,home-improvement"
226,Vice President Biden's Passover Message,joe biden,No Publication,7-Apr,2,596,None
227,A Coronavirus Cheat Sheet to Help You Navigate Your Every Freak Out,wendy macnaughton,gen,2-Apr,1,3300,"coronavirus,health,flow-chart,pandemic,what-to-do"
228,The Key to Tracking Coronavirus Could Be Your Poo,troy farah,onezero,6-Apr,5,1200,"science-and-medicine,coronavirus,covid-19,waste,disease"
229,I Lost My Husband to Covid-19,katie couric,wake-up call,1-Apr,4,44000,"culture,health,coronavirus,marriage,grief"
230,How the Black Death Radically Changed the Course of History,steve levine,gen,2-Apr,9,14200,"history,society,health,culture,coronavirus"
231,A Microsoft Employee Literally Wrote Washington's Facial Recognition Law,dave gershgorn,onezero,3-Apr,4,745,"general-intelligence,ai,facial-recognition,microsoft,privacy"
232,This Is How You Break a Woman,felicia c. sullivan,human parts,3-Oct-17,5,8900,"fiction,short-story,depression,relationships,family"
233,"This Looks Like a Depression, Not a Recession",steve levine,marker,1-Apr,10,8800,"depression,economy,pandemic,global,society"
234,Why Trump Is Making Coronavirus Death Toll Projections,andy slavitt,medium coronavirus blog,31-Mar,6,8800,"coronavirus,covid-19,health,politics,donald-trump,"
235,That Viral Drone Date Guy's Story Doesn't Quite Check Out,peter slattery,onezero,2-Apr,4,886,"tiktok,social-media,digital-life,culture,quarantine-cutie"
236,Statement from Vice President Joe Biden on Record Number of Americans Filing for Unemployment,joe biden,No Publication,2-Apr,2,655,None
237,Zoom Is Dead. Long Live Houseparty,zara stone,onezero,27-Mar,5,4600,"digital-life,culture,apps,social-media,privacy"
238,"The 3 Most Promising Coronavirus Treatments, Explained",dana g smith,elemental,30-Mar,6,2800,"coronavirus,covid-19,medicine,drugs,healthcare"
239,Tom Colicchio Spent 19 Years Building a Restaurant Empire. Coronavirus Gutted It in a Month.,aaron gell,marker,27-Mar,8,11300,"coronavirus-diaries,tom-colicchio,restaurant-business,food-supply-chain,restaurant"
240,The Surface Pro X Should Scare Apple,owen williams,onezero,30-Mar,6,3100,"tablets,gadgets,microsoft,consumer-tech,debugger"
241,No need to stock up or disinfect your groceries,washington state department of health,public health connection,30-Mar,3,1200,"covid-19,coronavirus,food-safety"
242,A call to honesty in pandemic modeling,wesley pegden,No Publication,30-Mar,8,3600,"covid-19,mathematical-modeling,pandemic,science,science-communication"
243,The Number Zero and Bitcoin,robert breedlove,No Publication,29-Mar,39,7300,"bitcoin,economics,money,philosophy,technology"
244,NYC Lung Doctor Tells His Family How to Protect Themselves from COVID-19,paul anderson,No Publication,28-Mar,7,3400,None
245,The Four Possible Timelines for Life Returning to Normal,the atlantic,the atlantic,26-Mar,10,11400,"coronavirus,health"
246,"The Truth About Vitamin D, Zinc, and Other Coronavirus Rumors",dana g smith,elemental,26-Mar,6,10500,"coronavirus,covid-19,health,vitamin-d,sunlight"
247,Corporate Socialism: The Government is Bailing Out Investors & Managers Not You,nassim nicholas taleb,incerto,26-Mar,4,14400,"black-swan,pandemic,finance-and-banking"
248,How the Pandemic Will End,ed yong,the atlantic,25-Mar,22,30000,"coronavirus,healthcare,health"
249,How People Over 60 Can Protect Themselves Right Now,katie couric,wake-up call,25-Mar,4,2900,"health,coronavirus,aging,culture,doctors"
250,This Is How Your Immune System Reacts to Coronavirus,dana g smith,elemental,24-Mar,6,34000,"coronavirus,covid-19,immune-system,health,body"
251,A Lost Sense of Smell: All About the Strangest New Coronavirus Symptom,robert roy britt,elemental,25-Mar,5,3000,"coronavirus,health,science,disease,covid-19"
252,We May Finally Be Able to Destroy a Dreaded 'Forever Chemical' in Our Drinking Water,drew costley,onezero,24-Mar,3,1300,"water,science-and-medicine,pollution,environment,health"
253,This Is the Exercise Your Body Needs During the Coronavirus Outbreak,christie aschwanden,elemental,20-Mar,6,10900,"coronavirus,health,fitness,exercise,test-gym"
254,Did You Have Coronavirus Without Knowing It?,markham heid,elemental,20-Mar,4,15500,"coronavirus,covid-19,health,disease,body"
255,6 Programming Habits That Make You an Ineffective Programmer,daan,level up coding,23-Mar,5,2400,"productivity,programming,software-development,javascript,web-development"
256,An Experimental Coronavirus Vaccine Is Already Being Tested on People,emily mullin,onezero,24-Mar,7,2000,"coronavirus,vaccine,science,health,biotechnology"
257,"Slack, Zoom, Google Hangouts: Are Your Remote Work Apps Spying on You?",yael grauer,onezero,23-Mar,5,1200,"remote-work,slack,digital-life,privacy,coronavirus"
258,Statement from Senator Amy Klobuchar,amy klobuchar,No Publication,23-Mar,2,4800,None
259,Coronavirus: The Hammer and the Dance,tomas pueyo,No Publication,20-Mar,29,107000,"coronavirus,health,healthcare,politics"
260,Gen X Was Born for This Shit,will leitch,forge,18-Mar,4,17100,"gen-x,millenials,social-distancing,coronavirus,co-vid-19"
261,Social Distancing: This is Not a Snow Day,ariadne labs,No Publication,14-Mar,7,12500,"public-health,pandemic,social,medicine,family"
262,Coronavirus: Why You Must Act Now,tomas pueyo,No Publication,10-Mar,27,249000,"coronavirus,virality,epidemia,healthcare,health"
263,Your Coronavirus Work-From-Home Wellness Plan,dana g smith,elemental,17-Mar,7,1700,"coronavirus,life,health,work,remote-work"
264,Why It's Crucial to Avoid the ER If You Can,dr jeff livingston,elemental,17-Mar,4,3300,"health,covid-19,coronaviruses,healthcare,wellness"
265,What to Buy (and What to Skip) to Prepare for Coronavirus,jessica migala,elemental,13-Mar,7,14000,"coronavirus,food,pandemic,health,life"
266,We've Been Pooping Wrong All Along,allie volpe,elemental,16-Mar,5,6100,"toilet-paper,poop,health,bidet,toilets"
267,The Worst Outcome,the atlantic,the atlantic,12-Mar,4,14600,"health,donald-trump,politics"
268,Stoic Wisdom for Times of Chaos,george j. ziogas,forge,13-Mar,3,5000,"philosophy,self-improvement,inspiration,life-lessons,coronavirus"
269,I Am Quarantined in Northern Italy. Here's What It's Like.,greg hopkins,elemental,9-Mar,5,18200,"pandemic,italy,economics,health,coronavirus"
270,"How to Tell If You Have the Flu, Coronavirus, or Something Else",robert roy britt,elemental,4-Mar,9,10500,"coronavirus,cold,flu,health,body"
271,Computer Scientists Are Building Algorithms to Tackle COVID-19,dave gershgorn,onezero,13-Mar,3,911,"technology,coronavirus,artificial-intelligence,machine-learning,general-intelligence"
272,Separating the Facts From the Misinformation About COVID-19,dave troy,elemental,8-Mar,8,9600,"coronavirus,co-vid-19,pandemic,2020,health"
273,How to Build the Speedy Home Wi-Fi Network of Your Dreams,owen williams,onezero,11-Mar,8,1800,"debugger,digital-life,wifi,connectivity,network"
274,Coronavirus Is a Preview of Our Self-Isolating Future,will oremus,onezero,11-Mar,10,49300,"coronavirus,tech,future,remote-work,productivity"
275,Classic iPod Hackers Say There's No Better Way to Listen to Music,melanie ehrenkranz,onezero,2-Mar,5,2500,"ipod,music,audio,apple,digital-life"
276,"Cooking, Cleaning, and Sewing Are the New 'Wellness'",rina raphael,elemental,9-Mar,7,1400,"cleaning,mindfulness,wellness,lifestyle,trends"
277,"The Official Coronavirus Numbers Are Wrong, and Everyone Knows It",the atlantic,the atlantic,5-Mar,4,13600,"healthcare,health,coronavirus"
278,"Inside the Bizarre, Boozy World of a Junior VC in Silicon Valley",mike raab,marker,2-Mar,6,2500,"venture-capital,business,technology,startup,silicon-valley-stories"
279,"White People, You Need To Wash Your Butts",indi samarajiva,No Publication,11-Jul-19,3,17000,"travel,health,body"
280,The Fight Goes On,team warren,No Publication,5-Mar,7,24000,None
281,Coronavirus: The Black Swan of 2020,sequoia,sequoia capital publication,6-Mar,5,16000,"covid-19,coronavirus,startup"
282,How Under Armour Bet Everything on the Wrong Customer,rob walker,marker,6-Mar,4,2800,"off-brand,under-armour,marketing,business,customer"
283,SARS-CoV-2 and the lessons we have to learn from it.,edward nirenberg,No Publication,2-Mar,13,773,"public-health,vaccines,medicine,virus,disease"
284,How to Distinguish Between a Public Safety Crisis and a Personal Anxiety,imani bashir,forge,3-Mar,4,1400,"public-safety,coronavirus,covid-19,health,anxiety"
285,There's No Such Thing as 'Quality' Time,ryan holiday,forge,16-Dec-19,5,6700,"parenting,live,self,connect,family"
286,Three Magical Phrases to Comfort a Dying Person,jenny harrington,human parts,10-Mar-19,10,54000,"death,love,health,parenting,life-lessons"
287,Lessons I've Learned From Studying Money for 10 Years,tim denning,the startup,26-Feb,6,22000,"money,finance,life,lifestyle,psychology"
288,Inside a Secretive $250 Million Private Transit System Just for Techies,zara stone,onezero,25-Feb,14,2200,"into-the-valley,silicon-valley,shuttle-bus,transportation,san-francisco"
289,The Horrifying Things I've Seen as an Office Manager in Silicon Valley,the bold italic editors,the bold italic,27-Feb,9,9600,"silicon-valley,personal-essay,san-francisco,startup,technology"
290,Something Is Causing Our Eyeballs to Elongate,robert roy britt,elemental,26-Feb,8,3000,"eyes,health,eyesight,body,science"
291,"The Future of Housing May Be $2,000 Dorm Rooms for Grownups",andrew zaleski,onezero,25-Feb,13,1600,"into-the-valley,silicon-valley,san-francisco,tech,housing"
292,Apple's Secret Monopoly,will oremus,onezero,25-Feb,22,3100,"apple,antitrust,privacy,app-store,tech"
293,Why High-Achieving Women Pretend Their Lives Are a Mess,kelli maría korducki,forge,20-Feb,5,5700,"women,feminism,culture,society,tv"
294,"After Attending a Trump Rally, I Realized Democrats Are Not Ready For 2020",karlyn borysenko,gen,11-Feb,10,34000,"trump,politics,donald-trump,election-2020,new-hampshire"
295,"My Journey Through Tijuana for the Best Surgery $2,000 Can Buy",amy martyn,gen,18-Feb,16,2400,"health-insurance,mexico,health,society,money"
296,Silicon Valley Is Quietly Building Its Own Wall Street,adam bluestein,marker,18-Feb,21,1800,"new-rules-of-ipo,business,silicon-valley,technology,wall-street"
297,The Future of Coding Is 'No Code',owen williams,onezero,18-Feb,4,2400,"coding,programming,code,future,debugger"
298,Explanation Effect: Why You Should Always Teach What You Learn,michael simmons,accelerated intelligence,15-Feb,3,3900,"learning,life-lessons,personal-development,success,careers"
299,Rising Seas May Force U.S. Climate Refugees to the Same 5 Cities,drew costley,onezero,7-Feb,6,1930,"climate-change,migration,atlanta,houston,las-vegas"
300,What If Burnout Is Actually Depression?,ashley abramson,elemental,17-Feb,6,1300,"burnout,depression,brain,mental-health,psychology"
301,How unprocessed trauma is stored in the body,biobeats,No Publication,21-Jan,4,10800,"trauma,mental-health,health,wellbeing,body"
302,Electric Stoves Are a Home Cook's Nightmare,alicia kennedy,heated,14-Feb,5,672,"cooking,food,kitchen,oven,technology"
303,What Color Is Your Name? A New Synesthesia Tool Will Show You.,bernadette sheridan,elemental,29-Dec-19,5,13400,"design,synesthesia,grapheme-color,synesthesia-visualizer,brain"
304,Time to Question Everything You Know About Milk,dr. david ludwig,elemental,13-Feb,6,6900,"milk,diet,nutrition,life,body"
305,What Happened to Playboy's First Black Cover Girl?,morgan jerkins,zora,10-Feb,12,3100,"playboy,black-women,darine-stern,media,culture"
306,America's Breeding Farms: What History Books Never Told You,william spivey,noteworthy - the journal blog,21-Mar-19,4,18700,"slavery,history,breeding-farms,culture,richmond"
307,How Google Got Its Employees to Eat Their Vegetables,jane black,onezero,6-Feb,18,8000,"google,vegetables,engineering,health,industry"
308,"Madam Speaker: A Behind-the-Scenes Look at the U.S. Speaker of the House (Feb 3–7, 2020)",speaker pelosi,No Publication,9-Feb,2,606,"state-of-the-union,sotu,donald-trump,juan-guaid%C3%B3,venezuela"
309,Gen X Will Not Go Quietly,amber fraley,gen,15-Jan,3,14700,"music,humor,society,culture,gen-x"
310,The Actual State of the Union,drew magary,gen,5-Feb,4,8600,"drew-magary,politics,state-of-the-union,donald-trump,sotu"
